,PdDistrict,DayOfWeek,AvgTemp,NFLGameDay,Month,MonthPeriod,Crimes
7957,7,0,14,0,4,2,2
21464,3,3,20,1,9,2,0
20111,0,0,13,0,0,1,1
19167,6,1,20,0,6,1,0
4251,1,2,16,0,4,0,1
15020,9,2,11,0,3,0,1
13440,9,5,16,0,5,0,1
12226,5,3,21,1,8,2,0
4334,4,3,17,0,4,1,1
10744,3,0,12,0,10,1,1
21939,8,0,13,0,0,1,0
16767,6,2,9,0,2,1,0
13680,9,0,18,0,6,2,0
7485,5,3,12,0,1,2,0
12945,4,5,12,0,1,1,0
4886,6,2,17,0,8,0,0
857,7,5,19,0,5,1,2
16754,3,0,11,0,2,1,1
6539,9,6,23,0,7,0,0
18593,2,3,12,0,2,1,0
12682,1,4,9,0,11,1,0
10539,8,0,21,0,9,2,0
8841,1,6,17,0,10,2,0
6859,9,3,18,1,9,0,0
10973,2,3,9,0,0,2,0
20857,6,5,17,0,5,1,0
10625,4,3,16,0,10,0,1
954,4,0,16,0,6,2,1
7404,4,2,11,0,0,1,0
5944,4,3,13,0,3,0,1
16999,8,1,16,0,4,2,0
53,3,2,12,0,0,2,2
6410,0,0,16,0,6,2,1
3516,6,5,12,0,11,0,0
11748,7,1,19,0,5,1,1
489,9,3,12,0,3,0,0
13145,4,1,11,0,3,0,1
15935,4,3,16,1,9,0,0
18196,5,5,10,0,0,0,0
20301,0,6,17,0,2,0,0
17374,3,4,17,0,6,1,1
22092,1,3,14,0,1,1,0
22350,9,4,19,0,3,2,0
11705,4,4,17,0,5,2,1
2972,2,4,19,0,7,2,1
20776,5,1,20,0,5,0,0
2942,2,1,18,0,7,2,0
3163,3,5,18,0,8,1,2
2618,8,6,14,0,5,0,0
8235,5,0,20,0,6,2,0
11618,7,1,13,0,4,1,1
11763,2,6,17,0,5,1,0
11577,6,4,16,0,4,2,0
2854,4,2,20,0,6,1,1
3439,9,1,11,0,10,1,0
1892,2,1,11,0,0,2,0
21748,7,3,13,1,11,2,2
15768,7,4,15,0,8,0,2
13006,5,1,11,0,2,0,0
11767,6,6,17,0,5,1,0
17889,8,2,16,0,10,0,0
670,0,0,13,0,4,2,1
21860,9,4,13,0,0,0,0
15240,9,3,13,0,4,1,0
14896,5,1,11,0,2,1,0
9471,0,4,11,0,2,2,0
19649,8,3,14,1,9,2,0
897,7,2,19,0,5,1,2
3306,6,5,13,0,9,1,0
8026,6,0,15,0,5,0,0
10858,7,5,8,0,11,1,1
2890,0,6,18,0,7,0,0
14394,3,3,13,1,11,0,1
22262,1,6,14,0,3,0,1
8397,7,3,17,0,7,2,1
14005,4,6,18,0,8,1,1
16386,5,6,11,0,0,2,0
14162,1,0,17,0,9,1,1
11996,5,0,18,0,7,0,0
634,4,1,14,0,4,2,1
12508,7,3,12,0,10,2,1
16915,4,3,16,0,3,1,0
20925,4,5,19,0,6,0,0
6476,6,4,18,0,6,1,0
15169,8,3,13,0,4,0,0
4177,7,0,17,0,3,1,2
20746,5,0,15,0,4,1,0
22160,9,2,16,0,2,0,0
11064,3,5,13,0,1,0,1
10531,0,0,21,0,9,2,0
5991,1,0,14,0,3,1,1
18773,2,4,23,0,4,0,0
2581,1,3,17,0,4,1,1
20582,1,6,24,0,3,1,1
11999,8,0,18,0,7,0,0
8385,5,2,16,0,7,2,0
10674,3,0,19,0,10,2,1
9447,6,1,11,0,2,2,0
2104,4,1,10,0,2,0,2
21716,5,4,15,0,11,2,0
19383,2,5,19,0,8,0,0
3764,4,2,11,0,0,1,1
4234,4,4,16,0,4,0,2
4994,4,6,18,0,9,0,1
5057,7,5,18,0,9,2,1
17042,1,2,15,0,4,2,1
4434,4,6,16,0,5,2,1
11676,5,3,14,0,4,1,0
717,7,5,20,0,4,1,2
3816,6,4,13,0,1,0,0
6773,3,2,18,0,8,1,1
11186,5,3,13,0,1,1,0
10738,7,4,13,0,10,1,1
14671,0,3,11,0,0,1,0
9813,2,6,15,0,4,1,0
21859,8,4,13,0,0,0,0
9288,7,2,12,0,1,0,1
6811,1,6,16,0,9,0,0
3893,3,0,12,0,1,1,1
9359,8,2,9,0,1,1,0
15129,8,6,20,0,4,0,0
10655,4,6,16,0,10,2,1
3700,0,3,10,0,0,2,1
7374,4,6,9,0,0,1,1
18172,1,3,9,1,11,1,1
6314,4,5,18,0,5,1,1
12816,5,6,9,0,0,1,0
3645,5,1,11,0,0,0,0
18160,9,0,8,0,11,1,0
192,2,2,8,0,1,0,0
13414,3,3,13,0,4,1,1
816,6,0,16,0,5,2,0
21639,8,6,15,0,10,1,0
15810,9,1,23,0,8,2,0
6160,0,1,14,0,4,1,1
15641,0,2,17,0,7,2,0
4390,0,2,15,0,5,0,1
11164,3,0,12,0,1,2,1
4927,7,6,17,0,8,1,2
5552,2,6,10,0,0,1,1
10799,8,6,11,0,11,0,0
19927,6,3,10,1,11,2,0
238,8,6,11,0,1,2,0
12207,6,0,26,0,8,2,0
21682,1,1,17,0,11,0,1
11169,8,0,12,0,1,2,0
20110,9,4,14,0,0,1,0
4236,6,4,16,0,4,0,0
5618,8,5,14,0,1,0,0
19171,0,5,17,0,6,1,0
8640,0,4,15,0,9,0,0
5097,7,2,14,0,9,1,1
14665,4,2,12,0,0,1,0
2242,2,1,14,0,2,1,0
18746,5,1,19,0,3,1,0
3552,2,2,13,0,11,2,0
21325,4,3,21,1,8,1,1
8328,8,3,17,0,6,1,0
5628,8,6,16,0,1,0,1
10602,1,0,18,0,9,1,1
4507,7,6,18,0,5,1,2
20716,5,5,16,0,4,1,0
12174,3,5,19,0,8,2,2
14453,2,2,14,0,11,2,1
16530,9,6,14,0,1,0,0
15093,2,3,14,0,3,1,0
19355,4,2,18,0,7,1,1
2294,4,2,14,0,3,0,1
11803,2,3,21,0,5,1,0
22309,8,3,12,0,3,0,0
20705,4,1,18,0,4,1,0
14318,7,2,10,0,10,2,1
19119,8,6,16,0,6,0,0
8690,0,5,15,0,9,2,0
7081,1,5,9,0,10,1,0
4733,3,0,19,0,7,2,1
8912,2,6,12,0,10,1,0
13045,4,0,12,0,2,2,0
18692,1,6,15,0,3,2,1
21566,5,6,17,0,10,2,0
11281,0,6,14,0,2,2,0
14955,4,3,11,0,2,1,0
21568,7,6,17,0,10,2,2
16980,9,2,14,0,4,0,0
21474,3,1,17,0,9,1,1
11510,9,4,13,0,3,1,1
5520,0,3,9,0,0,2,0
18031,0,3,14,1,11,0,0
11821,0,5,17,0,6,0,0
2700,0,0,18,0,5,1,1
1700,0,6,13,0,11,0,0
13596,5,4,16,0,6,0,0
6968,8,4,16,0,10,0,1
21284,3,6,22,0,8,2,1
16322,1,4,11,0,11,1,0
6219,9,2,18,0,5,0,0
21351,0,6,23,0,9,0,0
86,6,5,11,0,0,1,0
20401,0,2,13,0,2,1,0
20378,7,6,16,0,2,2,2
15346,5,4,16,0,5,2,0
17413,2,1,17,0,7,0,0
136,6,3,13,0,0,1,0
6972,2,0,17,0,10,0,0
11087,6,4,13,0,1,0,0
15721,0,3,16,0,7,1,0
1200,0,5,18,0,8,0,1
6121,1,4,14,0,4,2,0
15748,7,5,17,0,8,0,2
12127,6,4,21,0,8,0,0
19793,2,1,12,1,10,1,0
14125,4,1,16,0,9,2,0
13622,1,3,19,0,6,0,0
6296,6,3,14,0,5,2,0
3927,7,1,14,0,2,0,2
14387,6,2,13,0,11,0,0
21202,1,5,19,0,8,0,1
3606,6,4,12,0,11,1,0
2330,0,6,14,0,3,2,0
11707,6,4,17,0,5,2,0
2187,7,5,21,0,2,2,2
195,5,2,8,0,1,0,0
12356,5,2,19,0,9,2,0
17186,5,2,22,0,5,2,0
15954,3,5,16,0,9,2,1
14638,7,6,13,0,0,1,1
2668,8,1,16,0,5,1,0
16625,4,2,11,0,1,1,1
18452,1,3,12,0,1,1,0
15195,4,6,14,0,4,2,0
2761,1,4,18,0,6,0,1
2032,2,1,13,0,1,2,0
17028,7,4,13,0,4,2,2
5103,3,3,16,1,9,1,1
13652,1,6,19,0,6,2,1
1637,7,6,11,0,10,1,1
8312,2,2,17,0,6,1,0
11173,2,2,13,0,1,1,0
20886,5,0,19,0,5,1,0
3074,4,3,26,0,8,0,0
7296,6,5,11,0,0,0,0
3278,8,2,16,0,9,2,0
8003,3,6,14,0,4,1,2
19022,1,1,16,0,5,1,0
8326,6,3,17,0,6,1,0
13516,5,6,16,0,5,2,0
7352,2,1,11,0,0,1,1
13450,9,6,17,0,5,0,1
10751,0,2,14,0,10,1,0
7829,9,2,12,0,3,1,0
16446,5,5,11,0,0,1,0
7697,7,3,13,0,2,1,1
14427,6,6,9,0,11,2,0
5668,8,3,13,0,1,2,0
19185,4,6,17,0,6,1,2
10659,8,6,16,0,10,2,0
17063,2,1,14,0,4,1,0
18425,4,4,11,0,1,1,1
8933,3,0,9,0,10,1,2
5307,7,2,10,0,11,0,1
20281,0,1,13,0,2,0,0
20339,8,2,14,0,2,0,0
12855,4,3,11,0,0,1,0
18257,6,1,8,0,0,1,0
11035,4,2,11,0,0,1,1
5488,8,6,12,0,0,2,0
16678,7,4,12,0,2,0,2
8024,4,0,15,0,5,0,1
10748,7,0,12,0,10,1,1
16873,2,6,14,0,3,2,1
690,0,3,16,0,4,2,0
12013,2,3,22,0,7,0,0
16986,5,3,18,0,4,0,0
10103,2,4,15,0,6,1,0
1014,4,4,18,0,6,1,1
869,9,6,23,0,5,1,0
1993,3,4,9,0,1,0,1
10626,5,3,16,0,10,0,0
11949,8,3,17,0,6,1,0
14839,8,5,13,0,2,0,0
14924,3,4,9,0,2,1,1
10558,7,3,13,1,9,2,1
7610,0,2,14,0,2,0,1
5283,3,4,13,0,11,0,1
4370,0,4,16,0,5,0,0
1361,1,4,14,0,9,0,0
17910,9,1,12,0,10,2,0
1629,9,5,9,0,10,1,1
12625,4,0,9,0,11,2,0
1551,1,5,14,0,10,2,0
22137,6,4,14,0,2,0,0
17721,0,4,19,0,9,0,0
8252,2,3,18,0,6,2,0
10442,1,6,19,0,9,0,1
14631,0,6,13,0,0,1,1
5039,9,3,17,1,9,0,0
21705,4,6,17,0,11,0,1
5694,4,6,11,0,1,1,1
5119,9,1,16,0,9,1,0
1134,4,5,18,0,7,2,1
10996,5,5,13,0,0,2,0
10278,7,3,19,0,7,1,2
10451,0,4,19,0,9,0,1
4017,7,6,12,0,2,1,1
10409,8,2,18,0,8,2,0
2424,4,0,14,0,3,1,1
4138,8,1,13,0,3,2,0
12048,7,6,18,0,7,2,2
859,9,5,19,0,5,1,1
2962,2,6,18,0,7,2,0
2426,6,0,14,0,3,1,0
20851,0,5,17,0,5,1,1
17748,7,2,18,0,9,0,2
7674,4,0,15,0,2,1,1
18163,2,2,9,0,11,1,0
21537,6,3,14,1,10,0,0
18485,4,6,10,0,2,0,0
18202,1,6,9,0,0,0,0
16753,2,0,11,0,2,1,0
4937,7,4,16,0,8,1,2
10896,5,2,7,0,11,1,0
5285,5,4,13,0,11,0,0
8367,7,4,18,0,7,0,1
12905,4,0,14,0,1,2,1
2093,3,3,11,0,1,1,1
20698,7,3,17,0,4,2,2
11336,5,1,14,0,2,1,0
11683,2,1,16,0,5,0,0
7817,7,0,12,0,3,2,1
1920,0,4,9,0,0,1,1
82,2,5,11,0,0,1,1
17200,9,3,18,0,5,2,0
13318,7,4,14,0,4,0,1
19852,1,3,14,1,11,0,1
4396,6,2,15,0,5,0,0
8475,5,1,18,0,8,0,0
1813,3,3,7,0,11,1,0
1271,1,5,17,0,8,2,0
15226,5,2,14,0,4,1,1
2994,4,2,19,0,7,1,1
21942,1,2,14,0,0,1,2
15674,3,5,21,0,7,1,1
15438,7,2,17,0,6,0,2
20679,8,0,18,0,4,2,0
19853,2,3,14,1,11,0,0
2642,2,2,16,0,5,2,0
9280,9,0,12,0,1,0,1
18802,1,3,17,0,4,0,0
18689,8,5,12,0,3,2,0
4195,5,3,15,0,3,1,0
13032,1,4,13,0,2,2,0
12768,7,0,10,0,0,2,2
12360,9,2,19,0,9,2,0
3849,9,3,12,0,1,2,0
22318,7,1,14,0,3,2,1
20638,7,1,20,0,4,2,1
16194,3,0,17,0,11,0,1
15253,2,5,14,0,4,1,0
16193,2,0,17,0,11,0,1
3554,4,2,13,0,11,2,1
18579,8,0,12,0,2,1,0
13237,6,6,12,0,3,1,0
2600,0,5,14,0,5,0,0
19418,7,0,22,0,8,0,2
1518,8,0,11,0,9,1,0
4117,7,2,13,0,3,0,2
10825,4,2,9,0,11,2,1
5755,5,5,11,0,2,0,0
5633,3,4,15,0,1,0,1
8399,9,3,17,0,7,2,1
20419,8,3,14,0,2,1,0
13065,4,3,12,0,2,2,1
7162,2,6,14,0,11,2,0
14256,5,3,14,0,10,0,0
11737,6,3,18,0,5,2,0
15441,0,3,21,0,6,0,0
1988,8,6,11,0,1,0,0
7737,7,4,14,0,3,0,1
16901,0,2,20,0,3,1,1
10561,0,1,13,0,9,1,1
201,1,3,8,0,1,0,0
21467,6,3,20,1,9,2,0
15166,5,3,13,0,4,0,0
4855,5,6,16,0,8,0,0
21205,4,5,19,0,8,0,1
9741,0,6,21,0,4,2,1
12502,1,3,12,0,10,2,1
15950,9,1,20,0,9,2,0
3765,5,2,11,0,0,1,0
19527,6,5,17,0,9,0,0
13452,1,4,20,0,5,0,0
6432,2,3,18,0,6,2,0
7846,6,1,16,0,3,1,0
12253,2,6,16,0,8,1,0
16402,1,0,11,0,0,2,1
16433,2,1,12,0,0,1,0
887,7,0,28,0,5,1,2
6261,1,4,17,0,5,2,0
6989,9,2,17,0,10,0,0
6043,3,6,13,0,4,0,1
10808,7,4,10,0,11,2,2
1424,4,6,14,0,9,2,1
16523,2,6,14,0,1,0,0
15924,3,2,16,0,9,0,1
112,2,0,13,0,0,1,1
8160,0,0,17,0,5,1,1
20997,6,5,22,0,6,1,0
16199,8,0,17,0,11,0,0
4559,9,1,19,0,6,2,0
19817,6,6,13,0,10,1,0
11442,1,0,14,0,3,2,1
11254,3,3,11,0,2,0,1
20135,4,3,14,0,0,1,1
8566,6,6,16,0,8,2,0
16311,0,6,11,0,11,1,0
10758,7,2,14,0,10,1,2
17266,5,3,17,0,6,0,0
16835,4,2,12,0,3,0,1
3731,1,6,13,0,0,1,1
21313,2,2,22,0,8,2,1
4986,6,5,16,0,9,0,0
2763,3,4,18,0,6,0,2
13794,3,6,16,0,7,2,2
20568,7,1,16,0,3,1,2
1855,5,4,13,0,0,0,0
15599,8,1,16,0,7,0,0
12812,1,6,9,0,0,1,0
999,9,5,18,0,6,1,0
389,9,4,13,0,2,2,0
11599,8,2,22,0,4,2,0
6426,6,2,17,0,6,2,0
17860,9,6,16,0,9,1,0
18624,3,6,15,0,3,0,1
10578,7,5,14,0,9,1,1
21530,9,2,16,0,10,0,0
8112,2,3,17,0,5,2,0
17376,5,4,17,0,6,1,0
4997,7,6,18,0,9,0,2
14211,0,6,18,0,10,0,1
21578,7,4,17,0,10,2,2
4796,6,4,18,0,7,1,0
4769,9,1,16,0,7,1,0
17677,6,2,17,0,8,1,0
11065,4,5,13,0,1,0,0
4173,3,0,17,0,3,1,1
21521,0,2,16,0,10,0,1
1907,7,5,11,0,0,2,2
4946,6,0,15,0,8,1,0
8560,0,6,16,0,8,2,0
6033,3,5,16,0,4,0,1
7619,9,2,14,0,2,0,0
1151,1,4,20,0,7,1,1
17951,0,2,15,0,10,2,1
20499,8,1,16,0,3,2,0
9689,8,4,13,0,4,0,0
7106,6,4,9,0,10,1,0
21185,4,3,19,0,7,1,1
4287,7,5,16,0,4,2,1
2230,0,3,14,0,2,1,0
174,4,4,9,0,1,0,1
18287,6,4,12,0,0,1,0
8752,2,1,13,0,9,1,1
3408,8,0,14,0,10,2,0
1538,8,3,11,1,10,0,0
2292,2,2,14,0,3,0,0
9523,2,5,12,0,3,0,1
1363,3,4,14,0,9,0,2
4357,7,5,17,0,4,1,2
18504,3,0,11,0,2,0,2
680,0,2,13,0,4,2,1
13050,9,0,12,0,2,2,0
3664,4,6,8,0,0,2,1
18045,4,1,15,0,11,0,0
508,8,5,11,0,3,2,0
166,6,6,11,0,1,0,0
13689,8,2,17,0,6,2,0
20505,4,5,15,0,3,2,1
1914,4,6,11,0,0,1,2
7263,3,2,8,0,11,1,1
10728,7,6,13,0,10,1,1
1104,4,2,19,0,7,0,1
12067,6,0,20,0,7,1,0
2610,0,6,14,0,5,0,1
9944,3,5,16,0,5,1,1
5310,0,3,9,1,11,0,1
19591,0,5,19,0,9,2,0
11108,7,2,13,0,1,0,2
11156,5,4,12,0,1,2,0
152,2,5,11,0,1,0,0
13422,1,1,16,0,4,1,0
2832,2,4,18,0,6,1,0
22367,6,2,14,0,3,2,0
18954,3,1,18,0,5,0,1
3551,1,2,13,0,11,2,0
19633,2,2,17,0,9,2,1
20829,8,2,21,0,5,2,0
12541,0,4,12,0,10,1,0
4538,8,2,17,0,6,0,0
14367,6,4,9,0,11,0,0
20443,2,6,12,0,3,0,0
10014,3,5,23,0,6,0,2
12278,7,0,18,0,9,0,2
19565,4,2,21,0,9,0,1
15088,7,2,13,0,3,1,2
18375,4,2,9,0,1,0,1
21382,1,2,26,0,9,0,1
5141,1,4,13,0,10,0,1
11814,3,1,17,0,6,0,1
21025,4,0,24,0,6,1,2
3450,0,6,11,0,10,1,1
16589,8,5,12,0,1,1,0
13156,5,5,12,0,3,0,0
2749,9,5,18,0,6,0,0
18233,2,2,7,1,0,2,0
12707,6,2,8,0,11,1,0
13131,0,3,16,0,2,1,0
12251,0,6,16,0,8,1,0
10179,8,4,16,0,7,0,0
5810,0,1,9,0,2,2,0
5634,4,4,15,0,1,0,0
11580,9,4,16,0,4,2,1
13926,5,5,18,0,8,0,0
21534,3,3,14,1,10,0,1
1380,0,2,16,0,9,0,0
20933,2,6,19,0,6,0,1
14901,0,5,11,0,2,1,0
3832,2,2,13,0,1,2,0
21034,3,2,21,0,6,1,1
4776,6,5,16,0,7,1,0
4276,6,1,16,0,4,2,0
4958,8,2,17,0,8,1,0
22033,2,1,16,0,1,2,0
19809,8,5,13,0,10,1,0
16662,1,6,12,0,2,0,0
7415,5,3,11,0,0,1,0
3252,2,4,21,0,9,2,0
19066,5,0,22,0,5,1,0
16673,2,4,12,0,2,0,0
20322,1,0,14,0,2,0,1
20025,4,6,13,0,0,0,0
14300,9,4,12,0,10,2,0
15523,2,1,16,0,6,1,0
14270,9,1,20,0,10,2,1
12327,6,6,20,0,9,2,0
11546,5,1,14,0,4,2,0
15639,8,0,16,0,7,2,0
15042,1,5,15,0,3,2,1
14208,7,5,17,0,10,0,2
2468,8,5,13,0,4,2,0
20127,6,2,14,0,0,1,0
16654,3,5,10,0,2,0,1
11757,6,5,19,0,5,1,0
13869,8,6,23,0,7,1,0
16998,7,1,16,0,4,2,1
9583,2,1,12,0,3,2,0
6696,6,0,16,0,8,0,0
3180,0,4,16,0,8,1,1
15089,8,2,13,0,3,1,0
17806,5,0,18,0,9,2,0
8275,5,5,18,0,6,1,0
9065,4,0,7,0,11,1,0
11030,9,0,12,0,0,1,0
20052,1,2,11,0,0,2,1
4557,7,1,19,0,6,2,1
7812,2,0,12,0,3,2,0
12839,8,0,12,0,0,1,0
6297,7,3,14,0,5,2,1
22322,1,5,14,0,3,2,1
14534,3,3,10,1,0,0,0
22144,3,0,16,0,2,0,2
1132,2,5,18,0,7,2,0
10642,1,5,14,0,10,2,0
10521,0,4,21,0,9,2,0
19644,3,3,14,1,9,2,1
21563,2,6,17,0,10,2,1
2871,1,1,17,0,7,0,1
12996,5,3,13,0,1,1,0
1772,2,6,14,0,11,1,0
10593,2,4,15,0,9,1,0
1913,3,6,11,0,0,1,1
14212,1,6,18,0,10,0,0
9256,5,6,11,0,1,0,0
12602,1,6,5,0,11,0,0
14188,7,3,19,1,9,1,2
15417,6,4,16,0,5,1,0
18545,4,5,13,0,2,2,1
1105,5,2,19,0,7,0,0
17076,5,5,15,0,4,1,0
19966,5,4,12,0,11,1,0
4956,6,2,17,0,8,1,0
8307,7,0,17,0,6,1,2
21849,8,6,12,0,0,0,0
3696,6,2,7,0,0,2,0
7778,8,1,16,0,3,2,0
19162,1,1,20,0,6,1,1
628,8,3,14,0,4,0,0
2451,1,1,14,0,4,0,1
19059,8,4,21,0,5,1,0
22437,6,2,16,0,4,0,0
2176,6,1,19,0,2,2,0
19205,4,0,17,0,6,1,1
2787,7,2,16,0,6,0,2
12297,6,3,13,1,9,0,0
1196,6,1,17,0,8,0,0
18060,9,5,11,0,11,2,1
7618,8,2,14,0,2,0,0
4444,4,4,16,0,5,2,1
11128,7,1,11,0,1,2,1
15514,3,3,17,0,6,2,1
5722,2,2,11,0,1,1,0
19908,7,0,8,0,11,2,2
10695,4,3,17,1,10,2,1
18753,2,5,15,0,3,1,0
4967,7,3,19,1,8,1,2
18601,0,1,15,0,3,0,1
10410,9,2,18,0,8,2,0
4009,9,5,12,0,2,1,0
15515,4,3,17,0,6,2,0
3583,3,5,11,0,11,1,1
22242,1,1,14,0,2,1,1
18020,9,0,16,0,10,1,1
18852,1,0,15,0,4,2,0
12424,3,2,16,0,9,1,1
8277,7,5,18,0,6,1,2
3667,7,6,8,0,0,2,2
12474,3,4,14,1,10,2,1
12782,1,3,12,0,0,2,0
10211,0,1,18,0,7,2,0
3423,3,3,13,1,10,2,0
10717,6,5,13,0,10,1,0
8199,9,1,18,0,6,0,0
18793,2,2,21,0,4,0,0
20849,8,1,18,0,5,1,0
5366,6,0,8,0,11,2,0
17313,2,0,14,0,6,2,0
2895,5,6,18,0,7,0,1
14122,1,1,16,0,9,2,0
1296,6,4,21,0,8,2,0
3642,2,1,11,0,0,0,0
19344,3,0,17,0,7,1,1
20636,5,1,20,0,4,2,0
22138,7,4,14,0,2,0,2
21932,1,0,13,0,0,1,1
8548,8,1,17,0,8,2,0
5451,1,3,13,1,0,0,1
10685,4,2,20,0,10,2,1
15449,8,3,21,0,6,0,0
7866,6,6,14,0,4,0,0
12867,6,1,11,0,1,0,0
14607,6,3,11,0,0,2,0
9797,6,1,13,0,4,1,0
11755,4,5,19,0,5,1,1
13979,8,3,17,1,8,2,0
9738,7,5,17,0,4,2,1
14385,4,2,13,0,11,0,0
6474,4,4,18,0,6,1,1
8811,1,3,17,1,10,0,1
492,2,1,11,0,3,2,1
11691,0,5,17,0,5,0,0
20169,8,6,9,0,1,0,0
1116,6,3,19,0,7,0,0
5637,7,4,15,0,1,0,1
5085,5,0,15,0,9,1,0
1757,7,1,10,0,11,1,2
11486,5,5,12,0,3,1,0
19394,3,6,20,0,8,0,2
21422,1,6,21,0,9,2,1
6353,3,2,15,0,6,0,1
22370,9,2,14,0,3,2,0
22460,9,1,14,0,4,2,0
3644,4,1,11,0,0,0,1
14350,9,5,8,0,10,1,0
12001,0,2,19,0,7,0,1
19333,2,4,18,0,7,1,0
11185,4,3,13,0,1,1,0
1696,6,5,10,0,11,0,0
2295,5,2,14,0,3,0,0
14794,3,0,8,0,1,1,1
14696,5,5,13,0,1,0,0
5939,9,2,13,0,3,0,0
21349,8,5,21,0,8,1,0
9968,7,4,16,0,5,1,2
11033,2,2,11,0,0,1,0
3313,3,6,12,0,9,1,1
14824,3,1,12,0,2,0,1
19452,1,5,17,0,8,2,0
9784,3,3,14,0,4,2,1
9915,4,2,16,0,5,2,1
215,5,1,11,0,1,2,0
1072,2,6,19,0,7,0,0
8682,2,1,15,0,9,2,1
21523,2,2,16,0,10,0,0
7006,6,1,13,0,10,2,0
13379,8,6,14,0,4,2,1
8652,2,0,13,0,9,0,0
13705,4,1,18,0,6,1,0
15384,3,1,15,0,5,1,1
25,5,6,10,0,0,0,0
21842,1,6,12,0,0,0,0
10601,0,0,18,0,9,1,1
7659,9,6,12,0,2,1,0
13401,0,2,13,0,4,1,0
5690,0,6,11,0,1,1,0
9744,3,6,21,0,4,2,1
21607,6,3,16,1,10,2,0
20923,2,5,19,0,6,0,0
12721,0,1,11,0,0,2,0
9171,0,5,7,0,0,1,1
10847,6,1,9,0,11,1,0
11908,7,6,15,0,6,1,1
630,0,1,14,0,4,2,1
20991,0,5,22,0,6,1,1
8707,7,6,15,0,9,2,2
19770,9,0,14,0,10,2,0
6614,4,4,16,0,7,1,1
5243,3,3,14,1,10,2,1
1102,2,2,19,0,7,0,1
2204,4,4,18,0,2,2,1
22250,9,1,14,0,2,1,0
12903,2,0,14,0,1,2,1
11477,6,1,11,0,3,1,0
11308,7,0,12,0,2,2,2
13767,6,3,17,0,7,0,0
15064,3,4,13,0,3,1,0
12512,1,1,12,0,10,1,0
22471,0,6,15,0,4,2,0
18591,0,3,12,0,2,1,1
17356,5,5,19,0,6,1,0
14890,9,3,14,0,2,2,0
719,9,5,20,0,4,1,0
13839,8,3,16,0,7,2,0
6155,5,3,16,0,4,1,0
18950,9,3,14,0,5,0,0
4025,5,4,12,0,2,1,0
8224,4,4,19,0,6,2,1
17908,7,1,12,0,10,2,1
15493,2,0,16,0,6,2,0
16093,2,5,13,0,10,2,0
18606,5,1,15,0,3,0,0
5818,8,1,9,0,2,2,0
11956,5,1,18,0,7,0,0
3866,6,5,13,0,1,1,0
2745,5,5,18,0,6,0,0
11867,6,2,17,0,6,2,0
10343,2,3,17,1,8,0,0
19668,7,5,14,0,9,1,2
11950,9,3,17,0,6,1,0
20348,7,3,18,0,2,0,1
4214,4,5,16,0,4,0,1
12096,5,1,17,0,7,1,0
15193,2,6,14,0,4,2,0
1401,1,1,18,0,9,2,0
12828,7,4,11,0,0,1,1
3253,3,4,21,0,9,2,1
20938,7,6,19,0,6,0,2
19045,4,6,21,0,5,1,0
2158,8,2,13,0,2,0,0
8578,8,4,16,0,8,2,0
17058,7,3,17,0,4,2,2
19673,2,6,14,0,9,1,0
7011,1,5,13,0,10,2,0
19316,5,5,20,0,7,2,0
10197,6,2,17,0,7,0,0
3841,1,3,12,0,1,2,0
18199,8,5,10,0,0,0,0
11849,8,4,16,0,6,0,0
2100,0,1,10,0,2,0,1
1673,3,3,11,1,10,1,1
10293,2,5,22,0,8,0,0
4213,3,5,16,0,4,0,1
7480,0,3,12,0,1,2,0
17932,1,4,14,0,10,2,0
14562,1,6,11,0,0,2,0
21923,2,4,11,0,0,1,0
11515,4,0,13,0,4,0,1
8547,7,1,17,0,8,2,2
17845,4,5,15,0,9,1,1
14823,2,1,12,0,2,0,0
16923,2,1,16,0,3,1,0
16363,2,1,11,0,0,0,0
14609,8,3,11,0,0,2,0
18135,4,6,11,0,11,1,0
18156,5,0,8,0,11,1,0
9388,7,5,12,0,2,0,2
10070,9,3,19,0,6,2,1
10860,9,5,8,0,11,1,0
18400,9,1,9,0,1,2,1
2005,5,0,11,0,1,0,0
15887,6,5,17,0,9,0,0
15233,2,3,13,0,4,1,0
13411,0,3,13,0,4,1,0
2257,7,5,12,0,2,1,2
19247,6,5,17,0,7,0,0
5574,4,0,11,0,0,1,1
9083,2,3,9,1,11,1,0
5355,5,4,9,0,11,2,0
6093,3,1,21,0,4,2,1
7935,5,6,13,0,4,2,0
1519,9,0,11,0,9,1,0
1378,8,0,16,0,9,0,1
18971,0,6,16,0,5,2,1
15206,5,4,15,0,4,2,0
20054,3,2,11,0,0,2,1
13200,9,2,13,0,3,0,1
20448,7,6,12,0,3,0,2
5842,2,4,13,0,2,1,1
7122,2,2,10,0,11,0,0
16211,0,3,10,1,11,0,1
12820,9,6,9,0,0,1,1
5832,2,6,11,0,2,1,0
9821,0,4,15,0,4,1,0
12718,7,3,10,1,11,1,2
522,2,4,13,0,3,2,1
15372,1,3,19,0,5,2,0
234,4,6,11,0,1,2,1
12180,9,5,19,0,8,2,2
6318,8,5,18,0,5,1,0
11992,1,0,18,0,7,0,1
20839,8,3,17,0,5,2,0
1948,8,2,11,0,0,1,0
6361,1,3,14,0,6,0,0
21829,8,1,11,0,0,0,0
